country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,record_keeping_ord,financial_formality_index,insurance_coverage_score,attitude_optimism_score,financial_access_score,has_insurance_bin,medical_insurance_bin,funeral_insurance_bin,motor_vehicle_insurance_bin,has_credit_card_bin,insurance_count,insurance_age,insurance_ratio,profit_margin,has_loan_account_bin,debt_ratio,age_country,owner_age_country_A,owner_age_country_B,owner_age_country_C,insurance_country,has_insurance_country_D,total_economic_capacity,cash_flow_ratio,credit_intensity,digital_finance_score,financial_strength_index,financial_access_country,high_compliance_record,insurance_country_weighted
B,43,Don’t know or N/A,Don’t know or N/A,No,Yes,Don't know,3000.0,370.0,500.0,0.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Never had,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,0.5,2.0,,,,0.0,,0.0,0.0,0.0,0.25999999948,0.0,0.0,86,0,43,0,,,3500.0,1.3477088948787062,0,0,1,0.9,0,0.0
A,61,Yes,No,No,Don't know,Yes,500.0,300.0,1000.0,9.0,Never had,Have now,0,Yes,Female,No,No,Never had,No,Don't know,No,No,No,No,Yes,Yes,Used to have but don’t have now,Never had,Never had,Unknown,4.0,Never had,Have now,Unknown,Never had,Never had,1.0,1,1,1.25,2.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,0.2,0.6999999993,0.0,0.0,61,61,0,0,0.0,0.0,1500.0,3.3222591362126246,0,0,1,1.0,0,1.0
B,31,Yes,No,No,No,Yes,8500.0,5000.0,9000.0,4.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Used to have but don’t have now,Used to have but don’t have now,Have now,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,2,0,1.25,4.0,,,,0.0,,0.0,0.0,0.0,0.4444444443950617,0.0,0.0,62,0,31,0,,,17500.0,1.799640071985603,0,1,1,1.8,0,0.0
C,40,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,2850000.0,1550000.0,34200000.0,16.0,Unknown,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Don't know,No,Yes,Never had,Never had,Have now,No,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,0.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.9546783625730716,0.0,0.0,120,0,0,40,0.0,0.0,37050000.0,22.064501893869746,1,1,1,0.8,0,0.0
D,50,Yes,No,No,Don't know,Don't know,300.0,1800.0,3600.0,15.0,Never had,Unknown,Unknown,Yes,Male,No,Yes,Never had,"Yes, sometimes",Don't know,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,8.0,Have now,Have now,Unknown,Unknown,Unknown,0.0,0,2,1.25,0.0,0.0,1.0,1.0,0.0,0.0,2.0,100.0,0.4,0.4999999998611111,,0.0,200,0,0,0,0.0,0.0,3900.0,1.9988895058300944,0,0,1,0.0,0,1.4
A,30,Yes,Yes,Yes,No,No,3570.0,23000.0,35700.0,1.0,Never had,Never had,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,3.0,Never had,Have now,Unknown,Never had,Never had,0.0,0,1,1.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,0.2,0.3557422969088027,0.0,0.0,30,30,0,0,0.0,0.0,39270.0,1.5521064301552105,0,0,1,0.0,0,1.0
A,36,No,No,No,Yes,Yes,500.0,600.0,1500.0,1.0,Never had,Have now,0,Yes,Male,No,No,Never had,"Yes, always",Yes,No,No,Don't know,Yes,Unknown,Yes,Never had,Never had,Used to have but don’t have now,Unknown,2.0,Never had,Never had,Unknown,Never had,Never had,3.0,1,0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999996,0.0,0.0,36,36,0,0,0.0,0.0,2000.0,2.4958402662229617,0,0,1,1.0,0,0.0
A,53,Yes,No,No,Yes,Yes,1500.0,330.0,400.0,1.0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,3.0,Never had,Never had,Unknown,Never had,Never had,1.0,1,0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1749999995625,0.0,0.0,53,53,0,0,0.0,0.0,1900.0,1.2084592145015105,1,0,1,1.0,0,0.0
D,54,No,No,No,Don't know,Yes,50.0,120.0,720.0,3.0,Never had,Unknown,Unknown,Yes,Female,No,No,Never had,No,Don't know,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Have now,Have now,Unknown,Unknown,Unknown,1.0,0,2,0.75,0.0,0.0,1.0,1.0,0.0,0.0,2.0,108.0,0.4,0.833333332175926,,0.0,216,0,0,0,0.0,0.0,770.0,5.950413223140496,0,0,1,0.0,0,1.4
A,42,Yes,No,No,No,Yes,1500.0,45000.0,79200.0,3.0,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,2.0,Never had,Have now,Unknown,Never had,Never had,1.0,1,1,1.75,2.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,0.2,0.43181818181272963,0.0,0.0,42,42,0,0,0.0,0.0,80700.0,1.7599608897580055,0,0,1,1.0,0,1.0
A,22,Yes,No,No,No,Yes,1800.0,2000.0,4000.0,1.0,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Don't know,No,Unknown,Yes,Have now,Have now,Have now,Unknown,11.0,Never had,Never had,Unknown,Never had,Never had,0.0,4,0,1.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499999999875,1.0,0.02499999999375,22,22,0,0,0.0,0.0,5800.0,1.999000499750125,2,2,3,4.0,0,0.0
B,50,Yes,No,No,No,Yes,5000.0,1500.0,5000.0,2.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.6999999998599999,,0.0,100,0,50,0,,,10000.0,3.331112591605596,0,0,1,0.9,0,0.0
A,46,Yes,No,Yes,No,Yes,668000.0,300000.0,628000.0,5.0,Never had,Never had,0,Yes,Male,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Unknown,Unknown,Never had,Never had,Have now,Unknown,2.0,Have now,Have now,Unknown,Never had,Never had,3.0,1,2,1.75,2.0,0.0,1.0,1.0,0.0,0.0,2.0,92.0,0.4,0.5222929936297416,0.0,0.0,46,46,0,0,0.0,0.0,1296000.0,2.0933263555788146,1,1,1,1.0,1,2.0
B,54,Yes,Yes,No,Don't know,Yes,7000.0,4500.0,6000.0,15.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Used to have but don’t have now,Used to have but don’t have now,Used to have but don’t have now,Unknown,,Unknown,Unknown,No,Have now,Never had,0.0,1,0,1.5,2.0,,,,0.0,,0.0,0.0,0.0,0.24999999995833333,0.0,0.0,108,0,54,0,,,13000.0,1.3330371028660297,0,0,1,0.9,0,0.0
C,27,No,No,No,No,Don't know,150000.0,50000.0,500000.0,2.0,Unknown,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,Unknown,Yes,No,Yes,Never had,Never had,Never had,Yes,,Unknown,Unknown,No,Unknown,Unknown,2.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.8999999999982,0.0,0.0,81,0,0,27,0.0,0.0,650000.0,9.99980000399992,1,0,1,0.8,0,0.0
A,48,Yes,No,No,Don't know,Yes,1500.0,400.0,650.0,6.0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Yes,No,No,Yes,Unknown,Yes,Never had,Never had,Used to have but don’t have now,Unknown,4.0,Never had,Never had,Unknown,Never had,Never had,0.0,1,0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153840236686,0.0,0.0,48,48,0,0,0.0,0.0,2150.0,1.6209476309226933,1,0,1,1.0,0,0.0
C,33,Don’t know or N/A,No,No,Don't know,Don't know,75000.0,150000.0,350000.0,2.0,Unknown,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.5714285714269388,0.0,0.0,99,0,0,33,0.0,0.0,425000.0,2.3333177778814806,1,0,1,0.8,0,0.0
B,37,Yes,Yes,No,Yes,Yes,2000.0,10.0,500.0,7.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,0,0,1.25,0.0,,,,0.0,,0.0,0.0,0.0,0.97999999804,,0.0,74,0,37,0,,,2500.0,45.45454545454545,0,0,1,0.0,0,0.0
C,36,Yes,Yes,No,Yes,Yes,280000.0,950000.0,1560000.0,11.0,Unknown,Have now,No,Yes,Female,No,Yes,Never had,Yes,Yes,No,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,No,Unknown,Unknown,2.0,1,0,2.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.3910256410253904,0.0,0.0,108,0,0,36,0.0,0.0,1840000.0,1.6421035346278583,0,0,1,0.8,0,0.0
D,54,Yes,Yes,Don’t know,No,No,100.0,4800.0,3120.0,25.0,Never had,Unknown,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5384615382889546,,0.0,216,0,0,0,0.0,0.0,3220.0,0.6498646115392627,1,0,0,0.0,0,0.0
A,40,No,No,Yes,No,No,110000.0,52632.0,110000.0,9.0,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,Yes,Yes,Unknown,Unknown,Never had,Have now,Never had,Unknown,11.0,Never had,Never had,Unknown,Never had,Never had,3.0,2,0,1.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215272727225316,0.0,0.0,40,40,0,0,0.0,0.0,220000.0,2.089943571523569,0,1,1,2.0,1,0.0
C,54,No,No,No,No,Yes,800000.0,1200000.0,14400000.0,9.0,Have now,Have now,No,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,Unknown,Yes,No,No,Never had,Never had,Have now,Yes,,Never had,Never had,No,Unknown,Unknown,2.0,2,1,1.5,4.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,0.2,0.916666666666603,0.0,0.0,162,0,0,54,0.0,0.0,15200000.0,11.999990000008333,0,1,1,1.6,0,0.8
B,32,Yes,No,No,No,Yes,1500.0,1500.0,3000.0,6.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.4999999998333334,,0.0,64,0,32,0,,,4500.0,1.9986675549633577,0,0,1,0.9,0,0.0
B,23,Yes,No,No,Don't know,Yes,2200.0,300.0,2200.0,5.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Used to have but don’t have now,Used to have but don’t have now,Have now,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,2,0,1.25,4.0,,,,0.0,,0.0,0.0,0.0,0.8636363632438017,0.0,0.0,46,0,23,0,,,4400.0,7.308970099667774,0,1,1,1.8,0,0.0
B,35,No,No,No,Don't know,Don't know,97.0,1000.0,3000.0,2.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Never had,Unknown,,Unknown,Unknown,Yes,Never had,Used to have but don’t have now,0.0,1,0,1.0,2.0,,,,0.0,,0.0,0.0,0.0,0.6666666664444445,0.0,0.0,70,0,35,0,,,3097.0,2.997002997002997,0,0,1,0.9,0,0.0
D,31,No,Yes,No,No,No,300.0,1440.0,2160.0,24.0,Never had,Unknown,Unknown,No,Female,No,No,Never had,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Never had,Unknown,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333317901237,,0.0,124,0,0,0,0.0,0.0,2460.0,1.4989590562109647,0,0,1,0.0,0,0.0
D,56,Yes,Don’t know or N/A,Don’t know,Don't know,No,40.0,2400.0,5760.0,2.0,Never had,Unknown,Yes,Yes,Female,"Yes, sometimes",Yes,Don't know,"Yes, always",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Never had,Have now,Yes,Unknown,Unknown,3.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,0.2,0.5833333332320602,,0.0,224,0,0,0,0.0,0.0,5800.0,2.399000416493128,1,0,1,0.0,0,0.7
A,60,Yes,Yes,No,No,Yes,4000.0,5800.0,8000.0,4.0,Used to have but don’t have now,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,10.0,Never had,Never had,Unknown,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,0.2,0.27499999996562496,0.0,0.0,60,60,0,0,0.0,0.0,12000.0,1.3790725736941907,0,0,1,1.0,0,1.0
D,36,Yes,No,No,No,No,200.0,,,20.0,Never had,Have now,Unknown,No,Female,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,5.0,Never had,Never had,Yes,Unknown,Unknown,3.0,1,0,1.25,2.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,0.2,,,0.0,144,0,0,0,4.0,1.0,200.0,,0,0,0,0.7,0,0.7
D,44,Yes,No,No,No,Yes,60.0,360.0,720.0,17.0,Never had,Unknown,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,2.0,Never had,Never had,Unknown,Unknown,Unknown,3.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999930555555,,0.0,176,0,0,0,0.0,0.0,780.0,1.994459833795014,1,0,1,0.0,0,0.0
B,42,No,Yes,No,No,Yes,97.0,5600.0,7000.0,12.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Used to have but don’t have now,Never had,Never had,Unknown,,Unknown,Unknown,No,Have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.19999999997142856,0.0,0.0,84,0,42,0,,,7097.0,1.249776825566863,0,0,1,0.9,0,0.0
B,30,Yes,No,No,Don't know,Yes,500.0,180.0,320.0,1.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Never had,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.4374999986328125,,0.0,60,0,30,0,,,820.0,1.7679558011049723,0,0,1,0.9,0,0.0
B,38,No,Yes,No,No,Yes,1000.0,4000.0,5000.0,6.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Yes,Used to have but don’t have now,Have now,Have now,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,3,0,1.0,6.0,,,,0.0,,0.0,0.0,0.0,0.19999999995999998,0.0,0.0,76,0,38,0,,,6000.0,1.2496875781054737,0,2,2,2.7,0,0.0
D,35,Yes,No,No,Don't know,Don't know,20.0,1440.0,2400.0,3.0,Never had,Unknown,Unknown,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Have now,Have now,Unknown,Unknown,Unknown,0.0,0,2,1.25,0.0,0.0,1.0,1.0,0.0,0.0,2.0,70.0,0.4,0.39999999983333334,,0.0,140,0,0,0,0.0,0.0,2420.0,1.6655100624566272,1,0,1,0.0,0,1.4
A,35,No,No,Yes,Yes,No,10000.0,350000.0,500000.0,6.0,Have now,Have now,0,No,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Unknown,Unknown,Never had,Have now,Used to have but don’t have now,Unknown,5.0,Used to have but don’t have now,Never had,Unknown,Have now,Never had,3.0,2,1,1.5,4.0,0.0,1.0,0.0,1.0,0.0,2.0,70.0,0.4,0.29999999999939997,0.0,0.0,35,35,0,0,0.0,0.0,510000.0,1.4285673469504372,0,1,1,2.0,1,2.0
B,22,Yes,No,No,No,Yes,97.0,2500.0,3700.0,2.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.3243243242366691,,0.0,44,0,22,0,,,3797.0,1.4794082367053178,0,0,1,0.9,0,0.0
D,24,No,Yes,No,No,No,600.0,3600.0,3600.0,6.0,Never had,Unknown,Unknown,Yes,Female,No,No,Never had,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,8.0,Never had,Never had,Unknown,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,96,0,0,0,0.0,0.0,4200.0,0.9997222993612885,0,0,0,0.0,0,0.0
D,31,Yes,No,No,No,Yes,35.0,300.0,960.0,3.0,Never had,Have now,Unknown,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Have now,Yes,Unknown,Unknown,1.0,1,1,1.25,2.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,0.2,0.6874999992838542,,0.0,124,0,0,0,0.0,0.0,995.0,3.1893687707641196,1,0,1,0.7,0,0.7
B,38,Yes,No,No,Don't know,Yes,1500.0,2300.0,6000.0,12.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.6166666665638888,,0.0,76,0,38,0,,,7500.0,2.607561929595828,0,0,1,0.9,0,0.0
B,33,Yes,Yes,No,Don't know,Don't know,84.0,48.0,138.0,1.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,0,0,1.5,0.0,,,,0.0,,0.0,0.0,0.0,0.6521739083175804,,0.0,66,0,33,0,,,222.0,2.816326530612245,0,0,1,0.0,0,0.0
D,26,Yes,No,Don’t know,No,Yes,500.0,2400.0,6000.0,2.0,Never had,Unknown,Unknown,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,5.0,Never had,Never had,Unknown,Unknown,Unknown,3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999,,0.0,104,0,0,0,0.0,0.0,6500.0,2.4989587671803415,0,0,1,0.0,0,0.0
B,20,No,Yes,No,Yes,Yes,5000.0,1800.0,2000.0,1.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Have now,Used to have but don’t have now,0.0,0,0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,0.09999999994999999,,0.0,40,0,20,0,,,7000.0,1.110494169905608,0,0,1,0.0,0,0.0
A,29,Yes,No,No,No,Yes,1000.0,8000.0,18000.0,3.0,Never had,Never had,Yes,Yes,Male,No,No,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,0.0,Never had,Never had,Unknown,Never had,Never had,0.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555246914,0.0,0.0,29,29,0,0,0.0,0.0,19000.0,2.249718785151856,0,0,1,0.0,0,0.0
C,35,Yes,Yes,No,No,No,576000.0,280000.0,6912000.0,3.0,Unknown,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,Yes,Yes,Unknown,No,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,0,0,1.75,0.0,1.0,,,,0.0,1.0,35.0,0.2,0.9594907407406019,0.0,0.0,105,0,0,35,3.0,0.0,7488000.0,24.685626122763846,1,0,1,0.0,0,0.8
C,36,Don’t know or N/A,Yes,Yes,No,Don't know,117500.0,320000.0,390000.0,13.0,Unknown,Have now,No,No,Male,No,No,Never had,Yes,No,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Have now,Have now,2.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.17948717948671927,0.0,0.0,108,0,0,36,0.0,0.0,507500.0,1.2187461914181519,0,0,1,0.8,0,0.0
A,47,Yes,No,No,No,Yes,16000.0,300.0,500.0,14.0,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Have now,No,Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,Unknown,5.0,Never had,Have now,Unknown,Used to have but don’t have now,Never had,1.0,3,1,1.5,6.0,0.0,0.0,1.0,0.0,1.0,2.0,94.0,0.4,0.3999999992,0.0,0.0,47,47,0,0,0.0,0.0,16500.0,1.6611295681063123,2,2,3,3.0,0,2.0
A,42,Yes,Yes,Yes,No,Yes,1500.0,3000.0,6000.0,10.0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,Unknown,11.0,Never had,Never had,Unknown,Never had,Never had,0.0,2,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999991666666,0.0,0.0,42,42,0,0,0.0,0.0,7500.0,1.9993335554815062,1,1,1,2.0,0,0.0
C,34,Don’t know or N/A,No,No,No,Don't know,85000.0,70000.0,300000.0,7.0,Unknown,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Unknown,Yes,No,No,Used to have but don’t have now,Never had,Never had,No,,Unknown,Unknown,No,Used to have but don’t have now,Never had,1.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.7666666666641111,0.0,0.0,102,0,0,34,0.0,0.0,385000.0,4.2856530620991125,1,0,1,0.8,0,0.0
C,24,No,No,No,No,Don't know,1500000.0,12000000.0,18000000.0,3.0,Unknown,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,No,Unknown,Unknown,2.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.33333333333331483,0.0,0.0,72,0,0,24,0.0,0.0,19500000.0,1.4999998750000103,1,0,1,0.8,0,0.0
C,51,Don’t know or N/A,Yes,No,Don't know,Don't know,650000.0,3432000.0,7800000.0,7.0,Unknown,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Never had,Never had,1.0,0,0,1.5,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.5599999999999282,0.0,0.0,153,0,0,51,0.0,0.0,8450000.0,2.2727266105108943,1,0,1,0.0,0,0.0
C,27,Don’t know or N/A,Yes,Don’t know,Don't know,Yes,180000.0,80000.0,36000000.0,4.0,Unknown,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Don't know,Yes,No,Never had,Never had,Have now,No,,Unknown,Unknown,No,Unknown,Unknown,2.0,1,0,0.75,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.9977777777777501,0.0,0.0,81,0,0,27,0.0,0.0,36180000.0,449.9943750703116,1,1,1,0.8,0,0.0
C,37,Don’t know or N/A,Yes,No,No,Yes,600000.0,3200000.0,5400000.0,5.0,Unknown,Have now,No,No,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.25,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.40740740740733195,0.0,0.0,111,0,0,37,0.0,0.0,6000000.0,1.6874994726564148,1,0,1,0.8,0,0.0
