ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_L0H5QQ,C,43,Don’t know or N/A,Yes,No,Don't know,Don't know,600000,50000,7200000,26,NA,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_N5ZUL2,C,40,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,433000,110000,5200000,14,NA,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Don't know,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Used to have but don't have now,Never had,Low
ID_WQF1TT,A,28,Yes,No,Yes,No,Yes,7000,13000,20000,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Have now,Have now,NA,9,Never had,Never had,NA,Never had,Used to have but don’t have now,Low
ID_TLK87N,B,41,Don’t know or N/A,No,No,Don't know,Don't know,2000,0,2000,10,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_02KKVR,B,61,No,No,No,Yes,Yes,1500,500,1500,20,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Medium
ID_DNB0XD,B,31,Yes,Yes,No,Don't know,Don't know,1500,500,800,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_VMPGZB,C,29,No,Yes,No,No,Yes,900000,750000,900000,2,NA,Never had,No,Yes,Male,No,No,Never had,No,Yes,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_0S5RMJ,A,42,No,Yes,Yes,No,Yes,4000,65000,90000,3,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",No,No,No,Yes,Yes,Yes,NA,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Have now,Never had,Low
ID_NUSG9L,A,39,Yes,No,No,No,Yes,2500,5000,15000,4,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Have now,NA,Never had,Never had,Medium
ID_4HY5I8,C,31,Don’t know or N/A,No,Yes,No,No,475200,15500,29700,1,NA,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Have now,Never had,Medium
ID_5VYFRR,B,35,No,No,No,Don't know,Yes,600,150,1000,4,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_IOGLAC,C,37,Yes,Yes,No,Yes,Yes,20000,10000,20000,3,NA,Don't know,No,No,Female,"Yes, sometimes",No,Don't know,No,Yes,Yes,No,NA,Yes,Yes,No,Don't know,Don't know,Don't know,No,NA,NA,NA,No,NA,NA,Low
ID_5IGQPK,A,47,Yes,Yes,No,No,Yes,1500,2800,5000,4,Never had,Never had,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_EAISDK,B,41,Yes,No,No,Yes,Yes,3000,5000,97,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Never had,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_RIXYWZ,D,45,Yes,Yes,No,No,Yes,100,540,1200,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_ZAPUOL,A,57,Yes,No,No,No,No,2000,210,2000,16,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,7,Never had,Never had,NA,Don’t know (Do not show),Never had,Low
ID_YJ38XR,A,30,Yes,No,No,Yes,Yes,500,1000,1500,1,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,6,Never had,Have now,NA,Never had,Never had,Medium
ID_AR0KO3,A,35,Yes,Yes,No,No,Yes,500,2800,48000,3,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,No,No,Yes,Yes,Yes,NA,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_6PSF14,C,22,Yes,Yes,No,Don't know,Don't know,1200000,10000000,14400000,11,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_5IHL2T,D,36,Yes,No,No,Yes,Yes,100,480,1200,6,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_SYOLYF,D,38,No,No,No,Don't know,No,650,3000,12000,7,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_1ZOD9G,C,36,Yes,No,Yes,Don't know,No,191000,15900,2300000,9,NA,Never had,No,No,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Low
ID_JGABH2,D,24,Yes,No,No,No,Yes,30,720,1440,1,Never had,NA,NA,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,Yes,NA,NA,Medium
ID_E75C7Q,B,40,Yes,Yes,No,Yes,Yes,500,500,400,20,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Have now,Have now,Medium
ID_UXHPUQ,D,42,Yes,No,No,No,Yes,400,10800,14400,11,Never had,Have now,NA,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,9,Have now,Have now,NA,NA,NA,Medium
ID_RNH2PH,B,59,No,No,No,Don't know,Don't know,1000,900,1500,20,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_1HOVSR,C,42,Don’t know or N/A,No,No,Don't know,Don't know,3130000,600000,37560000,7,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Medium
ID_LDC08F,A,39,Yes,No,No,No,Yes,1500,35000,50000,6,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,NA,10,Never had,Have now,NA,Never had,Never had,Medium
ID_R5U83Y,C,44,Yes,Yes,No,Don't know,Yes,5100000,20000000,56000000,4,NA,Have now,Yes,No,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Don't know,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,No,NA,NA,Low
ID_7VMR32,D,30,Yes,No,No,No,Yes,150,1800,3600,4,Never had,NA,NA,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Medium
ID_2RR05T,D,45,Yes,No,No,Don't know,Don't know,32,120,384,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,NA,NA,NA,Medium
ID_CCNMJD,D,48,No,No,No,No,Yes,150,1800,3600,3,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_EDQMVQ,A,22,Yes,No,No,Yes,Yes,1200,800,2000,0,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,9,Never had,Never had,NA,Never had,Never had,Low
ID_EIB0TA,B,38,Yes,Yes,No,Don't know,Yes,800,500,300,0,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_78RAPK,A,27,No,Yes,No,No,No,700,300,160,3,Never had,Never had,0,No,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Never had,Never had,Low
ID_PAUA3A,A,27,Yes,No,No,Yes,Yes,5000,70000,100000,0,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Used to have but don’t have now,Have now,Have now,NA,8,Never had,Never had,NA,Never had,Never had,Low
ID_2NG1GA,C,51,No,No,Don’t know,Yes,Yes,70000,20000,5457000,2,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,No,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_Q2WIPP,B,60,Yes,Don’t know or N/A,No,Yes,Yes,97,97,97,10,Never had,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_3I0D7U,D,44,Yes,Yes,No,No,No,80,NA,NA,30,Never had,NA,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,5,Never had,Never had,NA,NA,NA,Low
ID_IKZ062,D,46,Yes,No,No,No,Yes,100,444,600,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_C2W405,B,45,Yes,Yes,No,Yes,No,6000,700,4000,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Never had,Used to have but don't have now,Low
ID_7MEHZS,B,76,Yes,No,No,Yes,Yes,1320,137,320,37,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_QAELYY,A,37,Yes,No,No,Yes,Yes,1500,2000,4000,4,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,No,NA,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_55ZX6B,D,38,Don’t know or N/A,No,No,No,Yes,700,3600,6600,3,Never had,NA,NA,Yes,Female,No,No,Never had,"Yes, always",No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Used to have but don't have now,Have now,NA,NA,NA,Medium
ID_EVM4OI,C,32,Don’t know or N/A,Yes,No,Yes,Yes,27000,3500,6000,NA,NA,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,No,8,NA,NA,Yes,NA,NA,Low
ID_948JU6,A,48,Yes,No,No,Yes,Yes,3000,34000,48000,11,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Never had,Never had,Low
ID_TWN7GW,B,47,No,Yes,No,No,Yes,1000,20,600,15,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_HAIAW4,A,45,Yes,Yes,No,Yes,Yes,10000,12000,16000,7,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Used to have but don’t have now,Low
ID_X1SE3X,B,69,Yes,Yes,No,No,Yes,1500,400,800,9,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_J8IZOO,D,74,No,Don’t know or N/A,No,Don't know,Don't know,50,5000,30000,30,Never had,NA,NA,No,Male,"Yes, sometimes",No,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_4XU43L,C,53,Yes,Yes,No,Yes,Yes,170000,8000,18000,21,NA,Have now,Yes,Yes,Male,No,Yes,Never had,No,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_1VIQ63,C,25,Don’t know or N/A,No,No,Don't know,Don't know,4000000,800000,1000000,4,NA,Have now,No,Yes,Male,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Have now,Never had,Low
ID_Y2NB95,B,76,No,Yes,Don’t know,No,No,45000,20000,45000,28,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,Have now,Used to have but don't have now,Have now,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_S9VIOI,B,49,Yes,Yes,No,No,Yes,15000,4000,8700,4,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_FJ06DS,C,41,Don’t know or N/A,Yes,No,Don't know,Yes,300000,100000,200000,14,NA,Have now,No,No,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,NA,Yes,Yes,No,Never had,Never had,Have now,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_N48UAC,A,32,No,No,No,Yes,Yes,8000,30000,60000,1,Never had,Never had,Yes,Yes,Female,No,No,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_KZC7C5,D,28,Yes,No,No,No,Yes,150,1200,2400,2,Never had,Have now,NA,Yes,Female,"Yes, always",No,Never had,"Yes, sometimes",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,NA,NA,NA,Medium
ID_8N57PL,B,35,Yes,Yes,Yes,No,Yes,25000,15000,20000,4,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,Yes,Have now,Have now,Have now,Yes,NA,NA,NA,Yes,Have now,Used to have but don't have now,Low
ID_KB7456,B,49,Yes,No,No,Yes,Yes,250,170,250,15,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_KREG16,A,67,Yes,Don’t know or N/A,No,No,Yes,500,800,1200,4,Never had,Have now,Yes,Yes,Female,No,No,Never had,No,No,No,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_6XIYZV,A,43,Yes,No,No,Don't know,Yes,7500,800,2500,5,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",Don't Know,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,7,Never had,Have now,NA,Never had,Never had,Medium
ID_MIRNO6,D,48,No,No,Don’t know,No,Yes,60,288,720,15,Never had,Have now,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_5JCDZ9,B,61,Yes,No,No,No,Yes,7000,200,97,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_R17PBC,D,36,No,Yes,No,Don't know,No,50,300,720,4,Never had,NA,NA,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,No,No,No,NA,NA,NA,NA,NA,NA,No,8,Never had,Don't know,NA,NA,NA,Low
ID_3Y4N5B,C,42,No,No,No,No,No,200000,80000,80000,NA,NA,Have now,No,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,NA,Yes,No,Yes,Never had,Never had,Have now,No,8,NA,NA,No,NA,NA,Low
ID_GJW2WZ,C,29,No,No,No,Don't know,Don't know,200000,100000,4800000,2,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,No,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_URH0EB,D,42,Yes,Yes,No,Don't know,Don't know,800,12000,19200,14,Never had,NA,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,9,Never had,Never had,NA,NA,NA,Low
ID_KGEUID,A,47,Yes,No,Yes,No,Yes,2500,6000,13000,6,Never had,Have now,Yes,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Medium
ID_OS7KFS,D,45,No,Yes,No,No,Yes,NA,1224,7200,2,Never had,NA,NA,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,5,Have now,Have now,NA,NA,NA,Medium
ID_4BKTCV,A,38,No,Yes,No,Yes,No,11000,200,120,1,Never had,Never had,0,Yes,Female,No,Yes,Never had,No,Yes,No,No,Don't know,No,NA,NA,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_UAZ71U,A,45,Yes,No,Yes,No,Yes,1000,5000,8000,8,Never had,Never had,0,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,NA,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_2O1RVM,D,21,Yes,Yes,No,No,No,500,5400,18000,1,Never had,NA,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,3,Have now,Have now,Yes,NA,NA,Medium
ID_OIQND8,B,20,Don’t know or N/A,No,No,Don't know,Yes,2800,1500,2800,2,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_C8NOG8,A,51,Yes,No,Yes,No,Yes,7000,18000,35000,11,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,NA,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_NBIL8B,C,56,Yes,No,Yes,No,Don't know,200000,450000,180000,20,NA,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,NA,Yes,Yes,Yes,Never had,Never had,Never had,No,NA,NA,NA,No,Have now,Never had,Medium
ID_BT1KT7,B,72,No,No,No,Don't know,Don't know,97,97,97,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_VKLQ0X,C,29,Yes,Yes,No,No,No,720000,400000,8640000,1,NA,Never had,Yes,No,Male,"Yes, always",No,Never had,Yes,No,No,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_6K4MKD,C,34,No,No,No,Yes,Yes,100000,30000,70000,7,NA,Never had,No,Yes,Male,No,Yes,Never had,No,Yes,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Low
ID_55H6ID,D,63,Yes,Yes,No,No,Yes,3000,1000,1500,40,Never had,NA,NA,No,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_TMOFMM,A,36,Yes,Yes,Yes,No,Yes,5000,10000,3405,5,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,6,Never had,Never had,NA,Never had,Never had,Low
ID_7QTZJS,B,36,Yes,No,No,Yes,Yes,2500,1500,2500,5,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,NA,Used to have but don't have now,Used to have but don't have now,Never had,NA,NA,NA,NA,No,Have now,Used to have but don't have now,Medium
ID_9RPQIX,D,40,No,Yes,No,No,No,200,600,2400,2,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,6,Never had,Never had,Yes,NA,NA,Low
ID_7O2UDT,D,62,Yes,No,Don’t know,Don't know,Don't know,5,60,900,5,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,Yes,NA,NA,Medium
ID_7VPPM8,B,83,Yes,Yes,No,Yes,Yes,1100,1000,600,2,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,NA,Never had,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_POGI3E,B,29,No,No,No,Yes,Yes,1000,300,400,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_M9XXK7,C,51,No,No,Don’t know,Don't know,Don't know,540000,45000,6480000,NA,Never had,Never had,No,No,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,Yes,Have now,Never had,Have now,No,5,Never had,Used to have but don't have now,No,NA,NA,High
ID_HSSBEL,A,24,Yes,Yes,No,Yes,Yes,3000,700,2000,0,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,Yes,NA,Never had,Never had,Never had,NA,9,Never had,Never had,NA,Never had,Never had,Low
ID_WVNGCF,B,58,Yes,Yes,No,Don't know,Yes,170,97,97,24,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_MVXPJ4,A,44,Yes,No,Yes,No,No,30000,120000,300000,3,Never had,Never had,0,Yes,Male,"Yes, always",Yes,Never had,"Yes, always",Yes,Yes,Yes,Yes,Yes,NA,Yes,Never had,Never had,Never had,NA,9,Never had,Never had,NA,Never had,Never had,Medium
ID_2UDQ62,D,35,Yes,No,No,Yes,Yes,70,600,1440,2,Never had,Have now,NA,Yes,Male,No,No,Never had,"Yes, always",Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Have now,Have now,NA,NA,NA,Medium
ID_PF35TW,D,26,Yes,No,No,No,Yes,70,420,840,6,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,1,Never had,Used to have but don't have now,NA,NA,NA,Low
ID_KD7TSD,D,36,Yes,Yes,No,No,Yes,250,NA,3600,4,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_4H8IR6,C,30,Yes,Yes,No,No,Yes,100000,80000,320000,5,NA,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Have now,Yes,Yes,Yes,No,NA,No,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Medium
ID_EHOU6Q,A,31,Yes,No,No,No,Yes,200,700,1200,3,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Yes,Yes,Have now,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Medium
ID_ED48Q5,B,55,No,Yes,No,Yes,Yes,1000,404,2000,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Used to have but don't have now,Never had,Never had,Yes,NA,NA,NA,Yes,Never had,Used to have but don't have now,Low
ID_HSA7HE,A,26,Yes,No,No,No,Yes,600,500,1000,3,Never had,Never had,Yes,No,Male,No,Yes,Never had,No,No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,4,Never had,Have now,NA,Don’t know (Do not show),Never had,Medium
ID_72U22E,B,47,Yes,No,No,Yes,No,700,150,6000,3,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Have now,Used to have but don't have now,Medium
ID_Y857NZ,A,42,Yes,Yes,No,Yes,Yes,3080,1320,3080,6,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Low
